D0001,A100,0,0,34,F7527
D0001,A100,0,0,14,F7558
D0001,A100,0,0,29,F7541
D0001,A100,0,0,12,F7555
D0001,A100,0,0,44,F7530
D0001,B0812,1,26,-44,F7530
D0001,B5887,29,44,-12,F7555
D0001,B2796,46,67,-29,F7541
D0001,B6269,69,85,-14,F7558
D0001,B0424,88,110,-34,F7527
D0001,S570,136,225,1,E3966
D0001,B6755,227,235,-1,E3966
D0001,S570,237,237,1,E3960
D0001,B2350,238,246,-1,E3960
D0001,S570,247,267,2,E3961
D0001,S567,268,338,1,E3952
D0001,B2350,338,346,-1,E3952
D0001,B2350,346,355,-2,E3961
D0001,S567,355,381,2,E3956
D0001,S567,381,385,1,E3951
D0001,B2048,386,394,-1,E3951
D0001,B6755,396,405,-2,E3956
D0001,S567,408,408,1,E3950
D0001,B1299,410,418,-1,E3950
D0001,S570,419,444,1,E3959
D0001,B2048,445,453,-1,E3959
D0001,S570,454,458,1,E3962
D0001,B2350,459,467,-1,E3962
D0001,S567,467,500,1,E3953
D0001,S567,500,525,1,E3954
D0001,B2350,525,533,-1,E3954
D0001,B2350,533,541,-1,E3953
D0001,S570,542,610,1,E3963
D0001,S568,610,622,2,E3957
D0001,S569,622,625,2,E3958
D0001,B4593,630,638,-1,E3963
D0001,B3516,647,656,-2,E3958
D0001,B1008,662,671,-2,E3957
D0002,A100,0,0,19,F7528
D0002,A100,0,0,10,F7547
D0002,A100,0,0,9,F7565
D0002,A100,0,0,30,F7534
D0002,A100,0,0,20,F7561
D0002,A100,0,0,13,F7567
D0002,A100,0,0,24,F7538
D0002,A100,0,0,2,F7539
D0002,B2112,4,13,-2,F7539
D0002,B8680,16,30,-9,F7565
D0002,B3686,33,47,-10,F7547
D0002,B0522,51,69,-19,F7528
D0002,B7499,73,91,-20,F7561
D0002,B1918,93,113,-24,F7538
D0002,B1121,117,138,-30,F7534
D0002,B9167,140,156,-13,F7567
D0002,S600,168,211,5,E4222
D0002,S600,211,213,7,E4240
D0002,S605,214,215,13,E4277
D0002,S605,215,224,10,E4288
D0002,S600,225,225,1,E4232
D0002,B2521,226,242,-13,E4277
D0002,B3354,246,260,-10,E4288
D0002,B0824,266,279,-7,E4240
D0002,B6884,285,293,-1,E4232
D0002,B4216,299,311,-5,E4222
D0002,A007,325,325,60,F0310
D0002,A007,325,325,23,F0336
D0002,A007,325,325,26,F0322
D0002,B2415,334,353,-23,F0336
D0002,S597,356,373,2,E4186
D0002,S597,373,385,2,E4187
D0002,S597,385,433,2,E4177
D0002,B2415,436,445,-2,E4177
D0002,B4409,448,457,-2,E4187
D0002,B4409,457,466,-2,E4186
D0002,S597,470,473,3,E4194
D0002,B0022,475,503,-60,F0310
D0002,B0996,506,526,-26,F0322
D0002,S598,528,532,3,E4198
D0002,S598,532,533,2,E4197
D0002,S597,534,539,2,E4188
D0002,B9188,540,549,-2,E4197
D0002,B0996,550,560,-3,E4198
D0002,B6884,561,571,-3,E4194
D0002,S597,573,583,2,E4195
D0002,B9188,584,593,-2,E4195
D0002,B4409,597,606,-2,E4188
D0002,S597,610,622,3,E4196
D0002,S597,622,624,2,E4189
D0002,S597,624,628,2,E4178
D0002,B9188,629,639,-3,E4196
D0002,B2415,641,650,-2,E4178
D0002,B4409,653,662,-2,E4189
D0003,A100,0,0,38,F7529
D0003,A100,0,0,49,F7551
D0003,A100,0,0,22,F7560
D0003,B0551,15,38,-38,F7529
D0003,B4742,40,66,-49,F7551
D0003,B7414,70,89,-22,F7560
D0003,A100,107,107,11,F7531
D0003,A100,107,107,50,F7545
D0003,A100,107,107,64,F7537
D0003,B1814,116,145,-64,F7537
D0003,B3429,148,174,-50,F7545
D0003,B0882,177,192,-11,F7531
D0003,S600,225,227,1,E4233
D0003,B6884,231,239,-1,E4233
D0003,S600,243,248,1,E4234
D0003,S600,248,252,1,E4214
D0003,B2521,253,261,-1,E4214
D0003,S600,262,272,1,E4215
D0003,S605,273,273,2,E4272
D0003,B2521,273,281,-1,E4215
D0003,S600,282,285,3,E4235
D0003,B1468,286,295,-2,E4272
D0003,S600,296,299,2,E4236
D0003,B6884,303,312,-2,E4236
D0003,B6884,312,322,-3,E4235
D0003,B6884,322,330,-1,E4234
D0003,A007,342,342,37,F0311
D0003,A007,342,342,42,F0400
D0003,A007,342,342,34,F0371
D0003,A007,342,342,25,F0344
D0003,B3434,347,367,-25,F0344
D0003,B6225,369,391,-34,F0371
D0003,B0115,393,416,-37,F0311
D0003,B9029,417,441,-42,F0400
D0003,S566,448,531,1,E3947
D0003,B2441,539,547,-1,E3947
D0003,S566,555,613,8,E3948
D0003,B0624,614,627,-8,E3948
D0004,A101,0,0,26,F7568
D0004,A101,0,0,98,F7578
D0004,B0751,2,22,-26,F7568
D0004,B4173,23,58,-98,F7578
D0004,A101,61,61,31,F7569
D0004,A101,61,61,52,F7593
D0004,A101,61,61,44,F7595
D0004,B6628,69,96,-52,F7593
D0004,B1338,97,119,-31,F7569
D0004,B6892,120,145,-44,F7595
D0004,S201,157,210,2,E1855
D0004,S164,217,222,1,E1671
D0004,S159,226,232,2,E1663
D0004,B2546,235,244,-2,E1663
D0004,B5945,251,260,-2,E1855
D0004,S179,265,265,1,E1756
D0004,B0663,270,278,-1,E1671
D0004,S182,284,286,1,E1771
D0004,S164,290,293,4,E1672
D0004,B8744,294,302,-1,E1771
D0004,B8744,302,313,-4,E1672
D0004,B4202,321,329,-1,E1756
D0004,S169,339,357,1,E1716
D0004,B4672,366,374,-1,E1716
D0004,S164,383,440,4,E1673
D0004,B8744,441,452,-4,E1673
D0004,S164,453,539,2,E1670
D0004,B4716,544,553,-2,E1670
D0004,S182,561,621,1,E1770
D0004,S209,624,626,17,E1909
D0004,B5958,627,644,-17,E1909
D0004,B0270,651,659,-1,E1770
D0005,A101,0,0,48,F7570
D0005,A101,0,0,53,F7596
D0005,B7158,3,30,-53,F7596
D0005,B1395,31,57,-48,F7570
D0005,A101,61,61,80,F7571
D0005,A101,61,61,34,F7585
D0005,B4716,71,93,-34,F7585
D0005,B2074,94,126,-80,F7571
D0005,S248,137,212,3,E2114
D0005,S248,212,218,2,E2126
D0005,B9038,222,231,-2,E2126
D0005,S248,235,239,3,E2121
D0005,B1283,243,253,-3,E2114
D0005,S248,257,264,2,E2123
D0005,B7227,265,274,-2,E2123
D0005,S248,275,276,3,E2122
D0005,B6647,278,288,-3,E2122
D0005,B6061,295,305,-3,E2121
D0005,S248,310,315,3,E2119
D0005,S248,315,326,2,E2124
D0005,B4640,328,338,-3,E2119
D0005,B7287,345,354,-2,E2124
D0005,S248,361,462,2,E2125
D0005,B7678,468,477,-2,E2125
D0005,A043,482,482,19,F3866
D0005,A043,482,482,52,F3925
D0005,A043,482,482,59,F3900
D0005,B5196,489,517,-59,F3900
D0005,B8701,519,546,-52,F3925
D0005,B0031,547,565,-19,F3866
D0005,S276,569,581,2,E2353
D0005,B8701,584,593,-2,E2353
D0006,A102,0,0,18,F7600
D0006,A102,0,0,38,F7660
D0006,A102,0,0,32,F7632
D0006,A102,0,0,33,F7665
D0006,B7371,11,33,-33,F7665
D0006,B3954,35,57,-32,F7632
D0006,B6947,59,82,-38,F7660
D0006,B0004,83,101,-18,F7600
D0006,S097,120,210,2,E1407
D0006,B7817,213,222,-2,E1407
D0006,S093,235,235,1,E1399
D0006,S095,242,246,3,E1403
D0006,S095,246,298,3,E1404
D0006,B8469,298,308,-3,E1404
D0006,B0670,315,323,-1,E1399
D0006,B4127,334,344,-3,E1403
D0006,S091,355,376,2,E1396
D0006,B6680,377,386,-2,E1396
D0006,A102,392,392,59,F7601
D0006,A102,392,392,45,F7640
D0006,S100,401,432,2,E1429
D0006,S100,432,485,2,E1428
D0006,B0546,489,498,-2,E1428
D0006,B8132,502,511,-2,E1429
D0006,B0030,518,546,-59,F7601
D0006,B4393,548,573,-45,F7640
D0006,S098,579,583,4,E1409
D0006,B5791,584,595,-4,E1409
D0007,A102,0,0,52,F7602
D0007,A102,0,0,77,F7628
D0007,B0171,7,34,-52,F7602
D0007,B3772,35,66,-77,F7628
D0007,A102,74,74,91,F7603
D0007,A102,74,74,35,F7622
D0007,B2555,79,102,-35,F7622
D0007,B0277,103,137,-91,F7603
D0007,S100,141,235,2,E1427
D0007,B4127,239,248,-2,E1427
D0007,S095,252,292,3,E1402
D0007,S098,296,345,13,E1408
D0007,B3913,382,392,-3,E1402
D0007,B0291,422,438,-13,E1408
D0007,A098,440,440,66,F7277
D0007,A098,440,440,44,F7299
D0007,A098,440,440,11,F7312
D0007,A098,440,440,2,F7317
D0007,B7560,441,450,-2,F7317
D0007,B3489,451,476,-44,F7299
D0007,S332,482,502,3,E2583
D0007,B6202,507,517,-3,E2583
D0007,B6202,517,532,-11,F7312
D0007,B0156,533,562,-66,F7277
D0007,S343,566,584,1,E2717
D0007,B8779,589,597,-1,E2717
D0007,S357,602,607,3,E2772
D0007,B1324,612,622,-3,E2772
D0008,A102,0,0,52,F7604
D0008,A102,0,0,11,F7657
D0008,A102,0,0,64,F7605
D0008,B0639,4,33,-64,F7605
D0008,B6487,37,52,-11,F7657
D0008,B0480,54,81,-52,F7604
D0008,A102,89,89,53,F7606
D0008,A102,89,89,34,F7618
D0008,B0670,98,125,-53,F7606
D0008,B1825,126,148,-34,F7618
D0008,S090,167,233,2,E1391
D0008,B0447,233,242,-2,E1391
D0008,S093,262,347,1,E1400
D0008,S089,367,371,3,E1390
D0008,B0897,377,387,-3,E1390
D0008,B0670,402,410,-1,E1400
D0008,S092,411,438,4,E1398
D0008,B4253,444,455,-4,E1398
D0008,S091,461,521,6,E1394
D0008,B4735,535,547,-6,E1394
D0008,S092,568,597,4,E1397
D0008,B2198,614,625,-4,E1397
D0009,A102,0,0,11,F7607
D0009,A102,0,0,52,F7630
D0009,A102,0,0,60,F7614
D0009,B1371,1,29,-60,F7614
D0009,B3811,30,57,-52,F7630
D0009,B0818,59,74,-11,F7607
D0009,A102,76,76,28,F7608
D0009,A102,76,76,47,F7639
D0009,A102,76,76,22,F7620
D0009,B0912,81,102,-28,F7608
D0009,B4357,103,129,-47,F7639
D0009,B1854,131,150,-22,F7620
D0009,S170,178,259,9,E1717
D0009,S158,262,273,2,E1659
D0009,S158,273,279,3,E1661
D0009,B4251,279,288,-2,E1659
D0009,S158,288,295,2,E1662
D0009,B5645,298,307,-2,E1662
D0009,B5645,307,317,-3,E1661
D0009,S162,319,319,2,E1667
D0009,B7015,324,333,-2,E1667
D0009,B2019,334,348,-9,E1717
D0009,A052,356,356,69,F4267
D0009,A052,356,356,52,F4286
D0009,S144,365,374,4,E1612
D0009,S148,376,383,1,E1619
D0009,B5026,384,392,-1,E1619
D0009,B2509,399,410,-4,E1612
D0009,B0113,418,448,-69,F4267
D0009,B3896,449,476,-52,F4286
D0009,S150,488,541,2,E1621
D0009,B0172,545,554,-2,E1621
D0009,S160,564,589,1,E1664
D0009,S158,589,604,2,E1660
D0009,S149,611,617,2,E1620
D0009,B5026,619,628,-2,E1660
D0009,B2019,632,641,-2,E1620
D0009,B8974,646,654,-1,E1664
D0010,A102,0,0,80,F7609
D0010,A102,0,0,41,F7645
D0010,B5037,3,27,-41,F7645
D0010,B0934,28,60,-80,F7609
D0010,A102,63,63,24,F7610
D0010,A102,63,63,73,F7634
D0010,A102,63,63,28,F7629
D0010,B3791,79,100,-28,F7629
D0010,B0938,103,123,-24,F7610
D0010,B4006,124,155,-73,F7634
D0010,S105,185,216,16,E1458
D0010,B4845,221,238,-16,E1458
D0010,S102,242,273,2,E1443
D0010,S101,273,283,1,E1431
D0010,B3438,283,291,-1,E1431
D0010,S101,291,293,1,E1432
D0010,B3438,293,301,-1,E1432
D0010,S101,301,312,2,E1433
D0010,S101,312,318,1,E1434
D0010,S103,319,320,2,E1447
D0010,B0017,322,331,-2,E1447
D0010,B3438,334,342,-1,E1434
D0010,B3438,342,351,-2,E1433
D0010,B1593,353,362,-2,E1443
D0010,S105,365,379,14,E1459
D0010,B4970,386,402,-14,E1459
D0010,A059,413,413,67,F4694
D0010,A059,413,413,41,F4703
D0010,B1980,420,444,-41,F4703
D0010,B0133,446,476,-67,F4694
D0010,A059,484,484,61,F4695
D0010,A059,484,484,58,F4712
D0010,B0275,487,515,-61,F4695
D0010,B3533,516,544,-58,F4712
D0010,S115,561,575,3,E1503
D0010,B4379,582,592,-3,E1503
D0011,A102,0,0,59,F7611
D0011,A102,0,0,28,F7644
D0011,B4496,6,27,-28,F7644
D0011,B0956,29,57,-59,F7611
D0011,A102,64,64,41,F7612
D0011,A102,64,64,19,F7678
D0011,A102,64,64,50,F7636
D0011,B1030,76,100,-41,F7612
D0011,B9096,101,119,-19,F7678
D0011,B4286,120,146,-50,F7636
D0011,S078,183,255,4,E1357
D0011,S083,257,257,1,E1367
D0011,S078,259,294,3,E1356
D0011,B6492,294,305,-4,E1357
D0011,S088,317,322,1,E1388
D0011,B5223,325,333,-1,E1388
D0011,B0376,338,346,-1,E1367
D0011,S090,354,361,1,E1392
D0011,B5228,376,386,-3,E1356
D0011,B0447,400,408,-1,E1392
D0011,S084,420,474,1,E1371
D0011,S083,475,487,1,E1368
D0011,S083,487,502,1,E1369
D0011,B0376,508,516,-1,E1369
D0011,B0376,516,524,-1,E1368
D0011,B6492,532,540,-1,E1371
D0011,S088,552,553,1,E1387
D0011,B0447,557,565,-1,E1387
D0011,S084,577,586,3,E1370
D0011,S090,598,603,2,E1393
D0011,B5223,606,615,-2,E1393
D0011,B5228,627,637,-3,E1370
D0012,A103,0,0,50,F7681
D0012,A103,0,0,23,F7708
D0012,A103,0,0,20,F7761
D0012,A103,0,0,26,F7709
D0012,B3096,8,28,-26,F7709
D0012,B3079,30,49,-23,F7708
D0012,B8758,50,68,-20,F7761
D0012,B0073,70,96,-50,F7681
D0012,S105,141,213,10,E1456
D0012,B4277,221,235,-10,E1456
D0012,S099,249,251,1,E1425
D0012,S099,251,251,4,E1412
D0012,S099,251,267,3,E1413
D0012,S099,267,270,1,E1421
D0012,S099,270,277,1,E1411
D0012,S099,277,279,3,E1414
D0012,S099,279,281,3,E1422
D0012,B2408,282,292,-3,E1414
D0012,B2123,294,302,-1,E1411
D0012,B6369,303,311,-1,E1421
D0012,B2408,313,323,-3,E1413
D0012,B7753,326,334,-1,E1425
D0012,B2408,337,348,-4,E1412
D0012,B6369,350,360,-3,E1422
D0012,S094,371,374,2,E1401
D0012,B2243,374,383,-2,E1401
D0012,A022,387,387,51,F1684
D0012,A022,387,387,26,F1733
D0012,A022,387,387,21,F1708
D0012,A022,387,387,20,F1707
D0012,B2710,395,413,-20,F1707
D0012,B3170,414,433,-21,F1708
D0012,B5678,435,455,-26,F1733
D0012,B0038,456,482,-51,F1684
D0012,S103,504,549,4,E1448
D0012,B2410,554,565,-4,E1448
D0013,A103,0,0,42,F7682
D0013,A103,0,0,58,F7728
D0013,B4388,11,39,-58,F7728
D0013,B0091,40,64,-42,F7682
D0013,A103,75,75,27,F7683
D0013,A103,75,75,54,F7714
D0013,A103,75,75,31,F7713
D0013,B3238,80,102,-31,F7713
D0013,B3255,103,130,-54,F7714
D0013,B0213,132,153,-27,F7683
D0013,S105,189,234,15,E1454
D0013,B2408,241,258,-15,E1454
D0013,S099,259,285,3,E1420
D0013,S099,285,290,3,E1415
D0013,S099,290,293,1,E1423
D0013,B6369,294,302,-1,E1423
D0013,S099,303,308,3,E1416
D0013,B2408,309,319,-3,E1416
D0013,S099,320,324,2,E1426
D0013,B2408,325,335,-3,E1415
D0013,B0547,337,347,-3,E1420
D0013,B7753,350,359,-2,E1426
D0013,S099,362,364,1,E1424
D0013,B6369,365,373,-1,E1424
D0013,A047,375,375,59,F4095
D0013,A047,375,375,23,F4113
D0013,A047,375,375,27,F4106
D0013,B0403,379,407,-59,F4095
D0013,B5505,409,428,-23,F4113
D0013,B3932,429,450,-27,F4106
D0013,A047,456,456,64,F4096
D0013,A047,456,456,43,F4104
D0013,S105,467,474,6,E1453
D0013,B1663,477,489,-6,E1453
D0013,B2408,499,524,-43,F4104
D0013,S102,530,533,1,E1445
D0013,B0547,537,566,-64,F4096
D0013,B3133,577,585,-1,E1445
D0013,S102,592,624,2,E1446
D0013,B7180,630,639,-2,E1446
D0014,A103,0,0,18,F7684
D0014,A103,0,0,95,F7704
D0014,B0235,24,42,-18,F7684
D0014,B2695,43,77,-95,F7704
D0014,A103,102,102,23,F7685
D0014,A103,102,102,38,F7721
D0014,A103,102,102,13,F7753
D0014,A103,102,102,8,F7707
D0014,A103,102,102,19,F7710
D0014,A103,102,102,32,F7717
D0014,B2998,106,119,-8,F7707
D0014,B3629,125,147,-32,F7717
D0014,B3097,149,167,-19,F7710
D0014,B3826,169,192,-38,F7721
D0014,B0347,194,213,-23,F7685
D0014,B7920,215,231,-13,F7753
D0014,S103,270,295,2,E1450
D0014,B8073,303,312,-2,E1450
D0014,S107,320,321,1,E1470
D0014,B8073,329,337,-1,E1470
D0014,S101,345,347,1,E1435
D0014,B3438,347,355,-1,E1435
D0014,S101,355,368,1,E1436
D0014,B3438,368,376,-1,E1436
D0014,S101,376,376,1,E1437
D0014,B3438,376,384,-1,E1437
D0014,S101,384,396,2,E1438
D0014,B3438,396,405,-2,E1438
D0014,A047,414,414,74,F4097
D0014,A047,414,414,15,F4101
D0014,A047,414,414,36,F4108
D0014,S110,428,429,3,E1484
D0014,B2460,433,443,-3,E1484
D0014,B2099,454,471,-15,F4101
D0014,B0886,472,503,-74,F4097
D0014,S107,508,534,2,E1469
D0014,B3584,541,550,-2,E1469
D0014,B4845,559,582,-36,F4108
D0014,S107,588,611,1,E1468
D0014,S108,613,623,4,E1480
D0014,B7425,628,639,-4,E1480
D0014,B2147,646,654,-1,E1468
D0015,A103,0,0,48,F7686
D0015,A103,0,0,34,F7726
D0015,A103,0,0,14,F7697
D0015,B1893,16,32,-14,F7697
D0015,B0362,35,61,-48,F7686
D0015,B4092,63,85,-34,F7726
D0015,A022,104,104,45,F1685
D0015,A022,104,104,48,F1724
D0015,B4603,106,132,-48,F1724
D0015,B0162,134,159,-45,F1685
D0015,S108,184,225,3,E1474
D0015,S108,225,244,3,E1477
D0015,B0539,251,261,-3,E1477
D0015,B2147,263,273,-3,E1474
D0015,S105,281,289,9,E1457
D0015,S112,293,306,1,E1498
D0015,S110,307,307,1,E1486
D0015,B3431,309,317,-1,E1498
D0015,B4845,324,332,-1,E1486
D0015,B4277,345,359,-9,E1457
D0015,S105,367,375,16,E1455
D0015,B3431,377,394,-16,E1455
D0015,A069,402,402,71,F5573
D0015,B0017,413,443,-71,F5573
D0015,S110,445,508,4,E1483
D0015,B2408,518,529,-4,E1483
